donor_name,canonical_name,total_given,rank_overall
Tsechen Kunchobling Monastery,,13310500,3380
Turtle Survival Alliance Foundation,,18845712,2513
U K Prosperity Fund,,9890554,4357
U S AGENCY FOR INTERNATIONAL DEVELOPMENT,United States Agency for International Development (USAID),161584855.1,247
U S Department of State,US Department of State,23784689.29,2055
U S Fish and Wildlife Service,US Fish and Wildlife Service,48182965,934
U W Linsi Stiftung,,11076533,3968
UAE Red Crescent Society,,581398407.7,46
UBS Optimus Foundation,UBS Optimus Foundation,204058373.1,175
UBS OPTIMUS FOUNDATION,UBS Optimus Foundation,12655672.38,3546
UBS Securities India Pvt Ltd,,13000000,3453
UBU DANISH ASSOCIATION FOR SUSTAINABLE DEVELOPMENT,,9813973,4385
UCAR,,20710180,2323
UCCASSAIM SALESIAN SOCIETY,,19433237,2447
Udavum Karangal of USA,,32985444.44,1454
UK Islamic Mission,,45037139.22,1005
UK MOX DHARAM PARIVAR,,14505935,3116
UK ONLINE GIVING FOUNDATION,UK Online Giving Foundation,49311188.68,905
UK Online Giving Foundation,UK Online Giving Foundation,42088674.78,1093
UMA WELFARE TRUST,Ummah Welfare  Trust,11515578,3844
Ummah Welfare  Trust,Ummah Welfare  Trust,14522526,3113
UMMAH WELFARE TRUST,Ummah Welfare  Trust,54317930.32,827
Ummah Welfare Trust,Ummah Welfare  Trust,36946465.82,1272
UMMAH WELFARE TRUST U.K,Ummah Welfare  Trust,24103384,2020
Ummeed Child Development Fund,,9254771.89,4584
UN WOMEN,,19503641,2435
Unbound,Unbound,1709631875,10
UNBOUND,Unbound,472444300.9,62
UNCONDITIONAL LOVE,Unconditional Love,287750955.8,113
Unconditional Love,Unconditional Love,15124712,3031
Une Ecole A Bodhgaya,,22186705,2190
Unfailing Love,Unfailing Love,213283890.8,164
Unfailing Love LLC,Unfailing Love,175072585.2,221
UNICEF,UNICEF,22454609,2168
Unicef,UNICEF,14153137,3194
Unifor Social Justice Fund,,11223367,3922
Unifrax India Limited,,10780000,4054
Unilever India Exports Limited,Unilever India Exports Limited,30000000,1609.5
UNILEVER INDIA EXPORTS LIMITED,Unilever India Exports Limited,25000000,1927
Unilever Industries Private Limited,Unilever India Exports Limited,60551182,751
Unione Medico Missionaria Italiana,,10149980,4249
Unitarian Universalist Association,Unitarian Universalist Association,28156101.16,1713
UNITARIAN UNIVERSALIST ASSOCIATION,Unitarian Universalist Association,25822490.75,1868
Unitarian Universalist Holdeen India Program,,24200408.89,2012
UNITED CHRUCH OF CANADA,,8926644.22,4698
United Church In Australia,,24745836.27,1961
United Nations Foundation,,8596484.83,4854
United Nations Office for Project Services UNOPS Stop TB Partnership,,34789347,1354
UNITED NATIONS WOMENS GUILD GENEVA,,27447312,1759
United Pentecostal Church International,,17287486,2709
United Sprit Limited,,21930502,2207
United States Agency for International Development,United States Agency for International Development (USAID),601481384.3,45
UNITED WAY BENGALURU,United Way Bengaluru,30236298,1599
United Way Bengaluru,United Way Bengaluru,14385359,3139
UNITED WAY INDIA,,10264909,4215
United Way of Bangalore,United Way Bengaluru,19458128,2445
UNITED WAY OF BENGALURU,United Way Bengaluru,37157371,1266
United Way of Bengaluru,United Way Bengaluru,13865130,3254
United way of Bengaluru,United Way Bengaluru,9651902,4447
United Way of Hyderabad,,33291082,1434
United Way of Mumbai,United Way of Mumbai,62792527.56,709
UNITED WAY OF MUMBAI,United Way of Mumbai,31127517.05,1549
United Way World Wide,United Way Worldwide,9671345.86,4440
United Way Worldwide,United Way Worldwide,187342194.4,200
UNITED WAY WORLDWIDE,United Way Worldwide,132550199.9,317
United Way Worldwide Lilly Foundation USA,United Way Worldwide,12067314,3693
Universita Cattolica Del Sacro Cuore,,8406907,4928
University Church of Christ,,35432466,1328
University College London,University College London,47434878,953
University College of London,University College London,86978977.57,495
University of Bergen,,166323657,240
University of Cambridge,,31104679.62,1552
University of Cape Town,,10524407.48,4131
University of Central Lancashire,,15358250.46,2991
UNIVERSITY OF CHICAGO,University of Chicago,21083287.88,2282
University of Colrado,,21967408.8,2205
University of Gothenburg,,21417748.15,2252
UNIVERSITY OF HAMBURG,University of Hamburg,11187480.11,3939
University of Kassel,,8336341,4955
University of manitoba,University of Manitoba,1936850950,6
University of Manitoba,University of Manitoba,284559168.2,115
University Of Manitoba,University of Manitoba,37933805.29,1241
UNIVERSITY OF MICHIGAN SCHOOL OF PUBLIC HEALTH,,19919465.78,2397
University of Oxford,,35161369.31,1342
UNIVERSITY OF PENINSYLVANIA,,11271845.58,3910
UNIVERSITY OF PITTSBURGH,,9738603,4406
University of Southampton,,29209990.46,1654
University of Sydney,,12502772.48,3586
UNIVERSITY OF VIRGINIA MISCELLANEOU,,9259834.42,4581
UNIVERSITY OF WATERLOO,,12768035,3525
UNIVERSITY T ZURICH,,8368403,4943
UNOPS,,12151920.43,3674
UNREACHED VILLAGES,,14367767.5,3145
Unsher Institute of Population Health Science and Informatics,,12798800.99,3517
UNTF,,48969119.13,914
URSULINE FRANCISCAN CONGREGATION,,8787000,4756
URSULINE FRANCISCAN EDUCATIONAL SOCIETY,,12300291,3643
US AGENCY FOR INTERNATIONAL DEVELOPMENT,United States Agency for International Development (USAID),31049365.22,1555
US Agency for International Development,United States Agency for International Development (USAID),8695024.8,4798
US Dot  Volpe Centre,,8907810,4703
US Fish and Wildlife Service,US Fish and Wildlife Service,48893916,919
US Fish and Wildlife services,US Fish and Wildlife Service,24972965,1935
US Fish and Wildlife Services,US Fish and Wildlife Service,8427854,4915
US Maher Friends Brenda Howley,,9783139,4393
US STATE DEPARTMENT,US Department of State,10876100,4019
USAID,United States Agency for International Development (USAID),199534728.3,177
USAID India,United States Agency for International Development (USAID),569039231,50
USAID INDIA,United States Agency for International Development (USAID),62020036,726
USATOYOU,,13657638.06,3291
Usthi Foundation,Usthi Foundation,32254858.98,1488
USTHI Foundation,Usthi Foundation,21473059.3,2246
UTAB UN TOIT A BOMBAY,,9868930.31,4367
Uttermost International,,29398854,1641
UW Linsi Stiftung,UW Linsi Stiftung,22655892,2150
UW Linsi Stiftung Dorfstrasse,UW Linsi Stiftung,25419387,1893
UWC USA,,26201028,1850
UWLINSI STIFTUNG,UW Linsi Stiftung,11968515,3717
V GOLDI LIMITED,,9438719.12,4527
V K O TRUST GERMANY,,15712538.67,2929
V Ships India Pvt Ltd,,41030000,1123
VAJARYANA KARMA ENLIGHTMENT DHARMA CENTER,,40524350,1140
VALAN SOCIAL WELFARE TRUST UK,,9988583.9,4308
Valathi Outreach Church Ministries,,13596879,3312
VALLEY VIEW CHURCH OF CHRIST,,9619632.05,4465
Value Labs Sdn Bhd,,16383737.5,2836
VALUELABS,,40000000,1167.5
Vanaprastha  Intl Onlus,Vanaprastha International Onlus,18700078,2534
Vanaprastha International Onlus,Vanaprastha International Onlus,9667237,4441
VANGUARD CHARITABLE ENDOWMENT PROGRAM,,36761324.89,1278
VAREINIGUNG KATHOLICHER ORDER ZUV,,13010172,3451
VARIEN MORNING LIGHT,,11357314,3887
VARIWA  STIFTUNG FUR KINDER IN NOT,,10100389,4266
Vasudevananda Charitable Organization Inc.,,38855000,1208
VATTIKUTI INDIA RELIEF FOUNDATION,,85184843.06,513
VED VIGNAN INTERNATIONAL,,12793301,3520
VEDANTA LIMITED,Vedanta Ltd,280622876,118
Vedantha Limited,Vedanta Ltd,35239000,1338
Veerayatan Internaional Inc,Veerayatan International Inc,66872045,650
VEERAYATAN INTERNATIONAL INC,Veerayatan International Inc,63776000,693
VEERAYATAN UK,Veerayatan International Inc,18291743,2589
VENKATRAMAN MEMORIAL TRUST UK,,24886088.5,1946
Venture Christian Church,,14308941,3157
Verdens Barn,,39427497.03,1190
VEREIN,,31182825,1546
Verein,,15563615,2954
Verein Arunachala Rising Sun,,8753345,4770
Verein Arunachala Village School,,14292883,3162
Verein Aum Pranava One World One Family,,11479741,3860
Verein Cope,,15690893,2935
Verein Kaltholische,Verein Kathol Orden Zur Foerderum,25735185,1872
Verein Kathol Oden Zur,Verein Kathol Orden Zur Foerderum,35980207,1307
Verein Kathol Orden,Verein Kathol Orden Zur Foerderum,35739552,1317
Verein Kathol Orden Zur,Verein Kathol Orden Zur Foerderum,13567535,3316
Verein Kathol Orden zur Foederum Nrefema,Verein Kathol Orden Zur Foerderum,9682486.5,4432
Verein Kathol Orden Zur Foerderum,Verein Kathol Orden Zur Foerderum,11872133.34,3743
VEREIN KATHOL ORDEN ZUR FOERDERUN,Verein Kathol Orden Zur Foerderum,61976533,727
Verein Katholicher,Verein Kathol Orden Zur Foerderum,41975973,1099
Verein Z Ford Soz Car Werke,,26727285,1813
Verein Zum Aufbau Und Zum,,10127014.49,4258
VEREIN zur Forderung Sozial Caritativer Werke der CMC Schwestern,,9894545,4353
VEREINDNUNG KATHOLISCHU ORDEN,Vereinigung Katholischer Orden,52444083,847
VEREINGUNG KATHOLISCHER ORDEN,Vereinigung Katholischer Orden,21486393,2245
Vereinig der Katholischer Orden,Vereinigung Katholischer Orden,24814939,1956
Vereinigung Der Daughters of Mary,,11345347.07,3892
Vereinigung der pilar Patres,,10293042,4205
Vereinigung Don Bosxo werk,,76954552.11,565
Vereinigung Kath,Vereinigung Katholischer Orden,28006031,1721
Vereinigung Kath Order,Vereinigung Katholischer Orden,11154920,3948
Vereinigung Kath Order Zur,Vereinigung Katholischer Orden,18603630,2549
Vereinigung Katholischer,Vereinigung Katholischer Orden,28112384.5,1716
Vereinigung Katholischer Orden,Vereinigung Katholischer Orden,258626773.3,134
VEREINIGUNG KATHOLISCHER ORDEN,Vereinigung Katholischer Orden,181371824.6,213
Vereinigung Katholischer orden,Vereinigung Katholischer Orden,42594350,1084
Vereinigung katholischer Orden,Vereinigung Katholischer Orden,12708741,3534
Vereinigung Katholischer Orden zur Foerderung internationaler Solidaritaet e.V.,Vereinigung Katholischer Orden,12491608,3590
Vereinigung Katholischer Orden zur Forderung,Vereinigung Katholischer Orden,16503095,2815
Vereinigung katholischer Orden Zur forderung Internationaler Solidaritat,Vereinigung Katholischer Orden,10447056,4157
Vereinigung Katholischer Ordenzur,Vereinigung Katholischer Orden,17562826.96,2676
Vereinigung Katholischer Order,Vereinigung Katholischer Orden,112117487.7,370
VEREINIGUNG KATHOLISCHEROR DEN,Vereinigung Katholischer Orden,14747531,3080
VEREINIGUNG KATHOLISER,Vereinigung Katholischer Orden,12845478.2,3498
VEREINIGUNG KATHOLISHER,Vereinigung Katholischer Orden,110775540.5,376
Vereinigung Katholisher Orden,Vereinigung Katholischer Orden,20754940,2318
Vereinigung Kattholishen Orden Zur,Vereinigung Katholischer Orden,75666168,576
Vereining don Bosco werk,,13450420.49,3346
Vereiningung der Catholoscher Orden,Vereinigung Katholischer Orden,61679836,734
Vereiningung Katholischer Orden,Vereinigung Katholischer Orden,21832407,2217
VEREINKANRE,,15727174,2927
Vereinngung Katholic Order,Vereinigung Katholischer Orden,72225708.1,598
VEREINNGUNG KATHOLIC ORDER,Vereinigung Katholischer Orden,15810080.8,2916
Vereinngung Katholic Order Germany,Vereinigung Katholischer Orden,9731266,4410
Verenigung Katholischer Orden Zur Forderung,Vereinigung Katholischer Orden,27470389.25,1757
Verenigung Katholischer Orden Zur Forderung Inter Solidarit,Vereinigung Katholischer Orden,27017455,1793
Verien Katholische Orden Association,Vereinigung Katholischer Orden,9680886.5,4433
Verien Katholische Orden Sch Association,Vereinigung Katholischer Orden,10431049,4162
Verien Katholische Orden Sch. Association,Vereinigung Katholischer Orden,25747463.8,1871
VERIN LGUNG KATH,Vereinigung Katholischer Orden,13240490,3396
Verin Punarjanma,,23434914,2087
VERIN SISTERS OF THE DESTITUTE,,20955553,2296
Verite,Verite,26078505,1857
Verite INC,Verite,9534785,4492
Verizon Data Services,,8874562,4724
Vescovo di Ventimiglia,,15977904,2892
VIBHA,Vibha,33230826.44,1440
Vibha,Vibha,16011573.22,2887
Vicar General,,11489260.5,3854
Vides,,8970832,4680
Vides Internationzionale,,25018100.5,1922
ViiV Healthcare,,8231588.64,4998
Vijay Television Pvt Ltd,,10000000,4298
VILLAGE COMMUNITY SCHOOLS,,180592470,214
VILLAGE SERVICE TRUST,,24858530,1950
VILLAGES TRANSFORMED,,13700833.23,3280
Villages Transformed,,8690301.37,4801
VILLGRO INNOVATION FOUNDATION,,14983512,3053
Vincentian Congregation E V,Vincentian Congregation EV,34084630,1394
Vincentian Congregation EV,Vincentian Congregation EV,41477545,1109
Vincentian Congregation INC,Vincentian Congregation EV,60807454,746
Vincentian Congregation Inc,Vincentian Congregation EV,8300655.73,4967
Vincentian Solidarity Office,Vincentian Congregation EV,12330440,3632
VINZENTINER INTERNATIONALER SOLIDARITA,Vincentian Congregation EV,23185248,2106
Visa Consolidated Support Services,,14500000,3120.5
Vishwa Hindu Parishad America,,18969423,2498
Vishwa Jyoti Deutchland,,55816868.68,813
VISION CRC LIMITED,,317940853,96
VISION FOR ALL FOUNDATION,VISION FOR ALL FOUNDATION,9878250,4362
VISION FOR ALLFOUNDATION,VISION FOR ALL FOUNDATION,40118670,1159
VISION NATIONALS,,50757429.13,874
VISION OF LIFE,,16517511,2809
VISION RESCUE,,16951807.2,2753
Vision Rescue US,,21261509,2268
Visions Global Empowerment,,14266164.38,3168
VISTAKON DIVISION OF JOHNSON AND JOHNSON VISION CARE INC,,8746663,4773
VISTEX FOUNDATION,,11800011.6,3767
Vita Mundi,,15275077,3008
Vital Soluctions Pte LTd,,10000000,4298
Vital Solutions Pte Ltd,,266444471.8,129
Vitamin Angels,,167161787,239
Viva Network,Viva Network,15588588.38,2952
VIVA Network,Viva Network,10099281.43,4267
ViVid Glass Distribution FZE,,12756000,3529
Vodafone  Mobile Services Ltd,,63910468,689
VODAFONE FOUNDATION,Vodafone Foundation,28953424.5,1666
Voice Of Love,,66555115,655
Voice of Martyr,,12067511.77,3692
VOICE OF THE MARTYRS,,11370758.49,3884
Voices for Freedom,,18907481.29,2507
VOLUNTARY SERVICE OVERSEAS,VOLUNTARY SERVICE OVERSEAS,117717340.4,348
VRUTI,,8635000,4833
VSK Foundation,,435982988,70
VSO,VOLUNTARY SERVICE OVERSEAS,60366181,755
VSO INDIA TRUST,,27804650,1737
VSZASP SV ALZBETY SLOVAKIA,,14374986.74,3144
VT SEVA INC,,149095278.8,269
VW Linsi Stiftung,,8667993,4815
Wadhwani Institute for Artificial Intelligence,Wadhwani Institute of Artificial Intelligence,22987250,2121
Wadhwani Institute of Artificial Intelligence,Wadhwani Institute of Artificial Intelligence,27984983,1724
Wadhwani Operating Foundation,Wadhwani Institute of Artificial Intelligence,146210400,277
Wageningen University,,13263856.89,3391
WALK THRU THE BIBLE,,19415688,2450
Wallem Shipmanagement India Pvt Ltd,,35800375,1314
Walmart Foundation,Walmart Foundation,27260100.9,1769
WALMART FOUNDATION,Walmart Foundation,19789224.59,2410
WASTE,,106854128.6,392
WATER AID,,18829652.17,2515
Water for People,Water for People,65680209,659
Water For People,Water for People,28516574,1692
WATER FOR PEOPLE,Water for People,10594128,4114
Water for People  USA,Water for People,64116018,684
Water org,Water org,50403174,878
WATER ORG,Water org,34188193,1390
WATER.ORG,Water org,10853807,4030
WaterAid,WaterAid,12754203,3530
WATERAID,WaterAid,9982200,4312
WaterAid America,WaterAid,112788323.4,366
Wateraid Sweden,WaterAid,89571631.64,483
Wateraid UK,WaterAid,543520614.3,51
Way Of Hope,Way Of Hope,716295581,34
Way of Hope LLC,Way Of Hope,96683182,445
We Forest,,8694825,4799
We Share Programme,,9624276.2,4463
WE Trust,,14746253,3081
We World Onlus,,24140181,2017
Wellcome Trust,,13538179.26,3323
Wells Fargo India Solutions Pvt Ltd,Wells Fargo India Solutions Pvt Ltd,33910000,1406
WELLS FORGO,Wells Fargo India Solutions Pvt Ltd,27065780,1788
Wellspring International,Ravi Zacharias International Ministries,46187720.29,978
WELLSPRING INTERNATIONAL,Ravi Zacharias International Ministries,13607511,3306
welt hunger hilfe,Welthhungerhilfe,34873971.07,1352
WELT HUNGER HILFE,Welthhungerhilfe,14606637.09,3102
Welthhungerhilfe,Welthhungerhilfe,12462861.89,3599
Welthungerhelfe German Agro Action,Welthhungerhilfe,11817711.86,3762
Welthungerhilfe,Welthhungerhilfe,75654442.44,577
Wen Giving,,35805721,1312
Wereldsolidariteit Solidaerite Mondiale,,21136025.81,2276
WEST BENGAL VOLUNTARY HEALTH ASSOCIATION,,11340329,3893
WEST SIDE FAMILY CHURCH,,15401214,2985
WESTGATE CHAPEL,,43997523,1037
Wetlands international,,88729922.47,488
WEWORLD,,12466933.55,3598
WHH,,45251072.09,997
WHITE FIELDS WORLD MINISTRIES,,24452654,1988
WHITE OAK CHRISTIAN CHRUCH,White Oak Christian Church,9640335,4453
White Oak Christian Church,White Oak Christian Church,36330205,1298
WHOLE PLANET FOUNDATION,,102464977,409
WIJAYA RIMBA ENTERPRISES,,12456086.44,3601
Wikimedia Foundation Inc,,40475048.15,1142
Wilde Ganzen,,27115508.73,1780
Wildlife Conservation Society,,76851838,567
Wildlife SOS USA,,30207720,1600
Wilhelmsen Shipmanagement Ltd,,23985822.16,2033
Willama J clinton foundation,William J Clinton Foundation,65067858,671
WILLIAM AND FLORA HEWLETT FOUNDATION,William and Flora Hewlett Foundation,15301565,3002
William J Clinton Foundation India,William J Clinton Foundation,49439891,901
Wilten Abbey,,9895237,4352
WINTER PEARL,,22890875,2127
WINTERIN,,15006198,3043
WISH FOUNDATION USA,,69315048,627
WITNESSING MINISTRIES OF CHRIST,,42693076.88,1077
WLID WOOD LIFESTYLE CENTRE AND HOSPITAL,,13806390,3260
WMO Qatar WC,,16170235,2866
WOH HUP PVT LIMITED,,21633720,2228
Women Serve,,15556818,2958
Womens Fund Asia,,15602391.15,2951
